id,source,source_relative_path,category,type,extension,extraction_method,chunk_id,total_chunks,date_ajout,text_len,text
D02 - APEM - Digitalisation Usine AFD V1.0.docx_0,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,0,11,2026-06-12T15:13:44.852246,657,"Tableau des Modifications
Objet
Le présent document établit une analyse fonctionnelle détaillée des adaptations/extensions citées du progiciel ADDIXO Smart Factory. Ce document constitue l’élément d’entrée unique pour la réalisation technique des adaptations/extensions indiquées. Une fois validée par le client, le présent document remplace tous les autres éléments portant sur le même objet et liant ADDIXO au client. Rappel Exigences Clients
Le présent document établit une analyse fonctionnelle de manière détaillée les exigences suivantes. La liste détaillée et mise à jour des exigences du projet sont définies dans le journal des exigences du projet."
D02 - APEM - Digitalisation Usine AFD V1.0.docx_1,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,1,11,2026-06-12T15:13:44.852246,773,"et mise à jour des exigences du projet sont définies dans le journal des exigences du projet. Indentification des Gaps
La liste suivante définit les écarts/adaptations/suppression par rapport aux fonctionnalités existantes
Analyse Détaillée Gap : G01 :
Existant
Le module de contrôle Qualité final n’existe pas encore dans SF
Modifications
Le nouveau flux – Module Contrôle Final est comme suit :
Un Ordre de Fabrication (OF) est intégré à partir de l’ERP (Microsoft Dynamics 365) avec les informations suivantes :
Numéro de l’OF
Référence produit
Quantité totale
Ligne et atelier de production
Cet OF est ensuite transféré vers le module de contrôle qualité final, où la quantité entrée est déclarée. La contrôleuse ouvre alors une fiche de contrôle final associée à l’OF."
D02 - APEM - Digitalisation Usine AFD V1.0.docx_2,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,2,11,2026-06-12T15:13:44.852246,748,"entrée est déclarée. La contrôleuse ouvre alors une fiche de contrôle final associée à l’OF. Elle complète cette fiche en saisissant les résultats attendus pour chaque critère défini dans le Template de contrôle applicable à la série du produit (critères fonctionnels, visuels, dimensionnels). Les réponses peuvent être saisies sous forme de valeurs binaires (OK / NOK) ou de mesures quantitatives. Les éventuelles non-conformités sont déclarées au fur et à mesure du remplissage de la fiche. Une fois la saisie terminée, la fiche de contrôle doit être validée. Cette validation déclenche la déclaration des résultats vers l’ERP. Pour répondre à ce besoin, un nouveau module « Contrôle final » est intégré dans Smart Factory sous le module Qualité."
D02 - APEM - Digitalisation Usine AFD V1.0.docx_3,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,3,11,2026-06-12T15:13:44.852246,600,"besoin, un nouveau module « Contrôle final » est intégré dans Smart Factory sous le module Qualité. Ce module est structuré autour de trois interfaces principales :
La première interface « Historique des CF », contient deux onglets :
Onglet « Transfert vers CF » : c’est où l’OF bascule du processus de production vers le contrôle qualité final. Le chef de ligne clique sur le bouton Ajouter, scanne le numéro de l’OF et saisit la quantité entrée. Les autres champs (référence produit, atelier, ligne, quantité totale, etc.) sont automatiquement complétés à partir des données de l’OF déjà intégrées."
D02 - APEM - Digitalisation Usine AFD V1.0.docx_4,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,4,11,2026-06-12T15:13:44.852246,761,"quantité totale, etc.) sont automatiquement complétés à partir des données de l’OF déjà intégrées. Une fois l’opération enregistrée, une nouvelle ligne s’ajoute dans le tableau de l’historique des transferts avec les informations suivantes :
Matricule du chef de ligne
Date et heure d’enregistrement
Statut initial : « Non entamé »
-Filtre : Ce tableau peut être filtré par : Atelier, Ligne, Produit, OF, Chef de ligne, statuts et période (date entre date 1 Et date 2 ) . -Export : Ce tableau peut être exporté dans un fichier Excel. Règles de Gestion
Scénarii de Test
Textes et Libellés
Le tableau suivant groupe l’ensemble de textes et de libellés ajoutés à Smart Factory à partir de cette demande. Prière de les copier et de les coller aux bons emplacements."
D02 - APEM - Digitalisation Usine AFD V1.0.docx_5,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,5,11,2026-06-12T15:13:44.852246,523,"Factory à partir de cette demande. Prière de les copier et de les coller aux bons emplacements. Solution Smart Factory APEM Analyse Fonctionnelle Détaillée
Module “Contrôle Final"" Transfert vers CF
Classification : | Confidentiel - Distribution Limitée aux équipes projets
Référence : | AFD/D02
Auteur(s) : | Siwar A. Destinataires : | Ghassen A. Copies à : | Mahdi B. Moatez D. Version | Date | Modifications | Auteur(s) | Vérificateur(s) | Approbateur
V1.0 | 08/10/2025 | Version initiale | Siwar A. | Mahdi B. | Mahdi B."
D02 - APEM - Digitalisation Usine AFD V1.0.docx_6,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,6,11,2026-06-12T15:13:44.852246,686,"Vérificateur(s) | Approbateur
V1.0 | 08/10/2025 | Version initiale | Siwar A. | Mahdi B. | Mahdi B. ID | Exigence | Description
M004 | Interface d’entrée OF (transfert vers le contrôle final) | Ajouter une interface d’entrée des OF au niveau du contrôle final, offrant la possibilité de : - Transférer l’OF du processus de production vers le contrôle final en scannant son numéro, ce qui permet de récupérer automatiquement les informations associées (produit, ligne, quantité objective) et de saisir la quantité à contrôler, limitée à la quantité produite. - Disposer d’un historique traçant le passage des quantités produites par OF, du processus de production vers le contrôle final."
D02 - APEM - Digitalisation Usine AFD V1.0.docx_7,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,7,11,2026-06-12T15:13:44.852246,889,"le passage des quantités produites par OF, du processus de production vers le contrôle final. ID | Type | Description G001 | Nouveauté | Interface Transfert vers CF ID | Type | Description ID.R01 | Nouveauté | Le numéro de l’OF doit être existant dans la base de données sinon on affiche un message « OF n’existe pas » ID.R02 | Nouveauté | La quantité entrée ne doit pas dépasser la quantité totale de l’OF ID.R03 | Nouveauté | Le somme des quantités entrées ne doit pas dépasser la quantité totale d’un OF ID.R04 | Nouveauté | En cas de dépassement de la quantité affiché le message : « Quantité entrée accumulé ne doit pas dépasser la quantité totale de l’OF » ID.R05 | Nouveauté | Le chef de ligne est l’utilisateur qui a fait l’ajout et s’enregistre « Nom Prénom » ID.R06 | Nouveauté | Un OF enregistré avec une quantité entrée s’enregistre pour la première fois avec un statut : « Non"
D02 - APEM - Digitalisation Usine AFD V1.0.docx_8,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,8,11,2026-06-12T15:13:44.852246,628,"Un OF enregistré avec une quantité entrée s’enregistre pour la première fois avec un statut : « Non contrôlé » ID.R07 | Nouveauté | Dès la création d’une Fiche CF le statut change à « En cours » ID.R08 | Nouveauté | Dès la clôture de la fiche CF le statut change à « Contrôlé » ID.R09 | Nouveauté | L’action de suppression ou modification n’est accessible que pour les utilisateurs avec les permissions associées ID.R10 | Nouveauté | Ce tableau peut être filtré par : Atelier, Ligne, Produit, OF, Chef de ligne, statuts et période (date entre .. Et .. ) . ID.R11 | Nouveauté | Ce tableau peut être exporté dans un fichier Excel."
D02 - APEM - Digitalisation Usine AFD V1.0.docx_9,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,9,11,2026-06-12T15:13:44.852246,897,"(date entre .. Et .. ) . ID.R11 | Nouveauté | Ce tableau peut être exporté dans un fichier Excel. ID.R12 | Nouveauté | Bouton « Réinitialiser » permet de réinitialiser les champs du modal ID.R13 | Nouveauté | Message d’instruction doit être affiché dès l’ouverture du modal « Veuillez scanner le numéro de l’OF et la quantité entrée » ID.R14 | Nouveauté | Les champs « OF » et « Quantité entrée » sont des champs de saisie (pour scan) ID | Type | Description ID.T01 | Nouveauté | Tester l’ajout d’un transfert OF avec la quantité entrée ID.T02 | Nouveauté | Vérifier l’affichage des données associées à l’OF lors de scan de numéro de l’OF ID.T03 | Nouveauté | Vérifier l’enregistrement des données : chef de ligne, date ID.T04 | Nouveauté | Vérifier l’affichage correcte de statut ID.T05 | Nouveauté | Tester la modification de la quantité ID.T06 | Nouveauté | Tester la suppression d’un transfert"
D02 - APEM - Digitalisation Usine AFD V1.0.docx_10,D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD/AFD APEM/D02 - APEM - Digitalisation Usine AFD V1.0.docx,AFD,AFD APEM,.docx,docx_text,10,11,2026-06-12T15:13:44.852246,428,| Tester la modification de la quantité ID.T06 | Nouveauté | Tester la suppression d’un transfert ID.T07 | Nouveauté | Tester le filtrage des données Gap | Texte à copier fr | Texte à copier ang G01 | Transfert vers CF | Transfer to FC G01 | Quantité entrée | Input Quantity G01 | Quantité totale | Total Quantity G01 | Veuillez scanner le numéro de l'OF et la quantité entrée | Please scan the OF number and the input quantity.
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_0,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,0,30,2026-06-12T15:13:45.035435,657,"Tableau des Modifications
Objet
Le présent document établit une analyse fonctionnelle détaillée des adaptations/extensions citées du progiciel ADDIXO Smart Factory. Ce document constitue l’élément d’entrée unique pour la réalisation technique des adaptations/extensions indiquées. Une fois validée par le client, le présent document remplace tous les autres éléments portant sur le même objet et liant ADDIXO au client. Rappel Exigences Clients
Le présent document établit une analyse fonctionnelle de manière détaillée les exigences suivantes. La liste détaillée et mise à jour des exigences du projet sont définies dans le journal des exigences du projet."
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_1,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,1,30,2026-06-12T15:13:45.035435,773,"et mise à jour des exigences du projet sont définies dans le journal des exigences du projet. Indentification des Gaps
La liste suivante définit les écarts/adaptations/suppression par rapport aux fonctionnalités existantes
Analyse Détaillée Gap : G01 :
Existant
Le module de contrôle Qualité final n’existe pas encore dans SF
Modifications
Le nouveau flux – Module Contrôle Final est comme suit :
Un Ordre de Fabrication (OF) est intégré à partir de l’ERP (Microsoft Dynamics 365) avec les informations suivantes :
Numéro de l’OF
Référence produit
Quantité totale
Ligne et atelier de production
Cet OF est ensuite transféré vers le module de contrôle qualité final, où la quantité entrée est déclarée. La contrôleuse ouvre alors une fiche de contrôle final associée à l’OF."
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_2,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,2,30,2026-06-12T15:13:45.035435,748,"entrée est déclarée. La contrôleuse ouvre alors une fiche de contrôle final associée à l’OF. Elle complète cette fiche en saisissant les résultats attendus pour chaque critère défini dans le Template de contrôle applicable à la série du produit (critères fonctionnels, visuels, dimensionnels). Les réponses peuvent être saisies sous forme de valeurs binaires (OK / NOK) ou de mesures quantitatives. Les éventuelles non-conformités sont déclarées au fur et à mesure du remplissage de la fiche. Une fois la saisie terminée, la fiche de contrôle doit être validée. Cette validation déclenche la déclaration des résultats vers l’ERP. Pour répondre à ce besoin, un nouveau module « Contrôle final » est intégré dans Smart Factory sous le module Qualité."
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_3,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,3,30,2026-06-12T15:13:45.035435,600,"besoin, un nouveau module « Contrôle final » est intégré dans Smart Factory sous le module Qualité. Ce module est structuré autour de trois interfaces principales :
La première interface « Historique des CF », contient deux onglets :
Onglet « Transfert vers CF » : c’est où l’OF bascule du processus de production vers le contrôle qualité final. Le chef de ligne clique sur le bouton Ajouter, scanne le numéro de l’OF et saisit la quantité entrée. Les autres champs (référence produit, atelier, ligne, quantité totale, etc.) sont automatiquement complétés à partir des données de l’OF déjà intégrées."
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_4,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,4,30,2026-06-12T15:13:45.035435,856,"quantité totale, etc.) sont automatiquement complétés à partir des données de l’OF déjà intégrées. Une fois l’opération enregistrée, une nouvelle ligne s’ajoute dans le tableau de l’historique des transferts avec les informations suivantes :
Matricule du chef de ligne
Date et heure d’enregistrement
Statut initial : « Non entamé »
-Filtre : Ce tableau peut être filtré par : Atelier, Ligne, Produit, OF, Chef de ligne, statuts et période (date entre date 1 Et date 2 ) . -Export : Ce tableau peut être exporté dans un fichier Excel. Règles de Gestion
Scénarii de Test
Analyse Détaillée Gap : G02 :
Existant :
Actuellement, les fiches de contrôle qualité disponibles dans Smart Factory ne répondent pas totalement aux besoins du contrôle final. Les principales limites identifiées sont :
Template structuré des critères fonctionnels spécifiques au produit."
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_5,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,5,30,2026-06-12T15:13:45.035435,796,"limites identifiées sont :
Template structuré des critères fonctionnels spécifiques au produit. Contrôle par échantillonnage, notamment pour les critères visuels. Déclaration des non-conformités au cours du remplissage de la fiche. Modifications
La deuxième interface du module contrôle final est la suivante :
Une fois qu’un OF est transféré vers le contrôle final, il devient accessible à la contrôleuse. La contrôleuse scanne le numéro de l’OF et saisit la quantité à contrôler. Les autres informations (référence produit, atelier, ligne, quantité totale, etc.) sont automatiquement complétées à partir des données de l’OF. Un historique des fiches déjà ouvertes sur cet OF s’affiche, avec leur statut :
Statut “En cours” : la fiche de contrôle a été commencée mais n’a pas encore été validée."
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_6,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,6,30,2026-06-12T15:13:45.035435,863,"statut :
Statut “En cours” : la fiche de contrôle a été commencée mais n’a pas encore été validée. Dans ce cas, un bouton Modifier est disponible pour permettre à la contrôleuse de reprendre et compléter la fiche. Statut “Validée” : la fiche est déjà finalisée et verrouillée. Le bouton Modifier est alors grisé et inaccessible. Seul le bouton Consulter est disponible, en mode lecture seule (view only). Si un nouveau contrôle est réalisé à la suite d'un premier contrôle ayant abouti à un lot refusé, ce nouveau contrôle doit être rattaché à la fiche initiale. La contrôleuse sélectionne, à partir d’une liste déroulante « Relié à un lot refusé », la référence de la fiche dont la décision finale était « Lot refusé ». Dans ce cas, le contrôle est effectué à 100%, ce qui signifie que la taille d’échantillon pour tous les critères est égale à la taille du lot."
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_7,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,7,30,2026-06-12T15:13:45.035435,502,"ce qui signifie que la taille d’échantillon pour tous les critères est égale à la taille du lot. Lorsque la contrôleuse clique sur Démarrer le contrôle, une fiche de contrôle final s’ouvre dans une fenêtre :
Onglet Critère :
Une référence unique de contrôle final est générée automatiquement sous le format suivant :
CF- [Numéro OF] - [#]
Exemples : CF-M26556-1, CF-M26556-2, ... Les informations générales de l’OF (référence produit, atelier, ligne, quantité, etc.) sont affichées en en-tête du modal."
D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx_8,D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD/AFD APEM/D02+D03 - APEM - Digitalisation Usine - Contrôle FInal  V1.0.docx,AFD,AFD APEM,.docx,docx_text,8,30,2026-06-12T15:13:45.035435,672,"de l’OF (référence produit, atelier, ligne, quantité, etc.) sont affichées en en-tête du modal. Les critères de contrôle sont organisés dans des onglets distincts selon leur type : Visuels, Dimensionnels et Fonctionnels
Pour chaque modèle de critères, la fiche affiche une liste comprenant :
Code : Libellé du critère
Description : Description du critère
Taille d’échantillon :
Calculée et affichée de manière automatique lorsque le produit l’exige, selon les normes AQL configurées pour le critère et La taille du lot (quantité à contrôler)
Sinon, si aucun calcul automatique n’est requis, c’est la taille d’échantillon configurée dans le modèle du critère qui s’affiche."
