timestamp;source;source_relative_path;category;type;extension;extraction_method;raw_length;cleaned_length;status;indexed;sensitive_columns;masked_values_count;free_text_masked_count;free_text_mask_types;ocr_pages_count;ocr_engine
2026-06-12T15:13:46.841799;D13 - Cotherm - EoL - AFD V1.0.docx;AFD/AFD Cotherm/AFD CLIENT/D13 - Cotherm - EoL - AFD V1.0.docx;AFD;AFD CLIENT;.docx;docx_text;5331;5326;already_indexed;True;;0;0;;0;
2026-06-12T15:13:46.894368;D14 - Cotherm - EoL - AFD V1.0.docx;AFD/AFD Cotherm/AFD CLIENT/D14 - Cotherm - EoL - AFD V1.0.docx;AFD;AFD CLIENT;.docx;docx_text;3380;3375;already_indexed;True;;0;0;;0;
2026-06-12T15:13:46.966816;D15 - Cotherm - EoL - AFD V1.0.docx;AFD/AFD Cotherm/AFD CLIENT/D15 - Cotherm - EoL - AFD V1.0.docx;AFD;AFD CLIENT;.docx;docx_text;3422;3420;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.039291;D16 - Cotherm - EoL - AFD V1.1.docx;AFD/AFD Cotherm/AFD CLIENT/D16 - Cotherm - EoL - AFD V1.1.docx;AFD;AFD CLIENT;.docx;docx_text;6921;6918;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.150610;D17 - Cotherm - EoL - AFD V1.0.docx;AFD/AFD Cotherm/AFD CLIENT/D17 - Cotherm - EoL - AFD V1.0.docx;AFD;AFD CLIENT;.docx;docx_text;9345;9336;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.211351;D18 - Cotherm - EoL - AFD V1.0.docx;AFD/AFD Cotherm/AFD CLIENT/D18 - Cotherm - EoL - AFD V1.0.docx;AFD;AFD CLIENT;.docx;docx_text;4257;4254;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.303478;D19 - Cotherm - EoL - AFD V1.0.docx;AFD/AFD Cotherm/AFD CLIENT/D19 - Cotherm - EoL - AFD V1.0.docx;AFD;AFD CLIENT;.docx;docx_text;9101;9093;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.358078;D20 - Cotherm - EoL - AFD V1.0.docx;AFD/AFD Cotherm/AFD CLIENT/D20 - Cotherm - EoL - AFD V1.0.docx;AFD;AFD CLIENT;.docx;docx_text;3275;3273;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.384393;Description Product Integration - SF - Cotherm.xlsx;AFD/AFD Cotherm/AFD CLIENT/Description Product Integration - SF - Cotherm.xlsx;AFD;AFD CLIENT;.xlsx;xlsx_openpyxl;1614;1583;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.441959;Interface de déclaration de la production.pdf;AFD/AFD Cotherm/AFD CLIENT/Interface de déclaration de la production.pdf;AFD;AFD CLIENT;.pdf;pymupdf;416;415;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.464479;Intégration étapes de vérification.csv;AFD/AFD Cotherm/AFD CLIENT/Intégration étapes de vérification.csv;AFD;AFD CLIENT;.csv;pipeline_exception;0;0;error;False;;0;0;;0;
2026-06-12T15:13:47.487852;parcel - 05122024.jrxml;AFD/AFD Cotherm/AFD CLIENT/parcel - 05122024.jrxml;AFD;AFD CLIENT;.jrxml;jrxml_xml_parser;3028;3065;already_indexed;True;;0;7;phone:7;0;
2026-06-12T15:13:47.511778;parcel - Copie.jrxml;AFD/AFD Cotherm/AFD CLIENT/parcel - Copie.jrxml;AFD;AFD CLIENT;.jrxml;jrxml_xml_parser;3031;3068;already_indexed;True;;0;7;phone:7;0;
2026-06-12T15:13:47.534797;parcel-06-03-25.jrxml;AFD/AFD Cotherm/AFD CLIENT/parcel-06-03-25.jrxml;AFD;AFD CLIENT;.jrxml;jrxml_xml_parser;3055;3092;already_indexed;True;;0;7;phone:7;0;
2026-06-12T15:13:47.550830;parcel_05-03-2025.jrxml;AFD/AFD Cotherm/AFD CLIENT/parcel_05-03-2025.jrxml;AFD;AFD CLIENT;.jrxml;jrxml_xml_parser;3023;3060;already_indexed;True;;0;7;phone:7;0;
2026-06-12T15:13:47.565950;Product Integration - SF - Cotherm V1.2.csv;AFD/AFD Cotherm/AFD CLIENT/Product Integration - SF - Cotherm V1.2.csv;AFD;AFD CLIENT;.csv;csv_cp1252_sniffer_semicolon;379;379;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.692956;Séquence de Tarage Simple.pdf;AFD/AFD Cotherm/AFD CLIENT/Séquence de Tarage Simple.pdf;AFD;AFD CLIENT;.pdf;pymupdf;9776;9725;ok;True;;0;0;;0;
2026-06-12T15:13:47.739279;Séquence Dernier Carton avec Arrêt Production.pdf;AFD/AFD Cotherm/AFD CLIENT/Séquence Dernier Carton avec Arrêt Production.pdf;AFD;AFD CLIENT;.pdf;pymupdf;3274;3258;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.813848;Séquence Dernier Carton avec Poursuivre Production.pdf;AFD/AFD Cotherm/AFD CLIENT/Séquence Dernier Carton avec Poursuivre Production.pdf;AFD;AFD CLIENT;.pdf;pymupdf;8958;8919;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.854407;Séquence mode dégradé.pdf;AFD/AFD Cotherm/AFD CLIENT/Séquence mode dégradé.pdf;AFD;AFD CLIENT;.pdf;pymupdf;2156;2149;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.902552;D06 - Cotherm - EoL - AFD V0.9.docx;AFD/AFD Cotherm/AFD En Préparation/D06 - Cotherm - EoL - AFD V0.9.docx;AFD;AFD En Préparation;.docx;docx_text;2008;2006;already_indexed;True;;0;0;;0;
2026-06-12T15:13:47.984648;D07 - Cotherm - EoL - AFD V1.2.docx;AFD/AFD Cotherm/AFD En Préparation/D07 - Cotherm - EoL - AFD V1.2.docx;AFD;AFD En Préparation;.docx;docx_text;11237;11230;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.050192;D08 - Cotherm - EoL - AFD V0.9.docx;AFD/AFD Cotherm/AFD En Préparation/D08 - Cotherm - EoL - AFD V0.9.docx;AFD;AFD En Préparation;.docx;docx_text;4457;4454;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.101082;D10 - Cotherm - EoL - AFD V0.9.docx;AFD/AFD Cotherm/AFD En Préparation/D10 - Cotherm - EoL - AFD V0.9.docx;AFD;AFD En Préparation;.docx;docx_text;2931;2929;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.159486;D11 - Cotherm - EoL - AFD V1.0.docx;AFD/AFD Cotherm/AFD En Préparation/D11 - Cotherm - EoL - AFD V1.0.docx;AFD;AFD En Préparation;.docx;docx_text;2440;2434;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.212876;D12 - Cotherm - EoL - AFD V0.9.docx;AFD/AFD Cotherm/AFD En Préparation/D12 - Cotherm - EoL - AFD V0.9.docx;AFD;AFD En Préparation;.docx;docx_text;2137;2133;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.288731;D13 - Cotherm - EoL - AFD V0.9.docx;AFD/AFD Cotherm/AFD En Préparation/D13 - Cotherm - EoL - AFD V0.9.docx;AFD;AFD En Préparation;.docx;docx_text;6252;6247;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.352066;D14 - Cotherm - EoL - AFD V0.9.docx;AFD/AFD Cotherm/AFD En Préparation/D14 - Cotherm - EoL - AFD V0.9.docx;AFD;AFD En Préparation;.docx;docx_text;3380;3375;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.420821;D15 - Cotherm - EoL - AFD V0.9.docx;AFD/AFD Cotherm/AFD En Préparation/D15 - Cotherm - EoL - AFD V0.9.docx;AFD;AFD En Préparation;.docx;docx_text;3422;3420;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.510616;D16 - Cotherm - EoL - AFD V0.9.docx;AFD/AFD Cotherm/AFD En Préparation/D16 - Cotherm - EoL - AFD V0.9.docx;AFD;AFD En Préparation;.docx;docx_text;6921;6918;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.528597;Exemple Product Integration - SF - Cotherm V1.0 - Copie.csv;AFD/AFD Cotherm/AFD En Préparation/Exemple Product Integration - SF - Cotherm V1.0 - Copie.csv;AFD;AFD En Préparation;.csv;csv_cp1252_sniffer_semicolon;1537;1537;already_indexed;True;;0;0;;0;
2026-06-12T15:13:48.549997;Intégration étapes de vérification.csv;AFD/AFD Cotherm/AFD En Préparation/Intégration étapes de vérification.csv;AFD;AFD En Préparation;.csv;pipeline_exception;0;0;error;False;;0;0;;0;
2026-06-12T15:13:48.596145;Séquence mode dégradé SF.pdf;AFD/AFD Cotherm/AFD En Préparation/Séquence mode dégradé SF.pdf;AFD;AFD En Préparation;.pdf;pymupdf;8279;8176;already_indexed;True;;0;0;;0;
2026-06-12T15:13:49.100452;01-Cahier Des Charges pour l'acquisition d'un MES.pdf;CdC/01-Cahier Des Charges pour l'acquisition d'un MES.pdf;CdC;CdC;.pdf;pymupdf;157460;150574;ok;True;;0;3;email:3;0;
2026-06-12T15:13:49.177015;01-Specifications for the acquisition of MES_RBG.pdf;CdC/01-Specifications for the acquisition of MES_RBG.pdf;CdC;CdC;.pdf;pipeline_exception;0;0;error;False;;0;0;;0;
2026-06-12T15:13:51.780353;02-Cahier d'analyse des besoins et définition des spécifications fonctionnelles et techniques.pdf;CdC/02-Cahier d'analyse des besoins et définition des spécifications fonctionnelles et techniques.pdf;CdC;CdC;.pdf;pipeline_exception;0;0;error;False;;0;0;;0;
2026-06-12T15:13:52.047899;Cahier des Charges CEVITAL DIGITALISATION V2.pdf;CdC/Cahier des Charges CEVITAL DIGITALISATION V2.pdf;CdC;CdC;.pdf;pymupdf;49166;47182;ok;True;;0;0;;0;
2026-06-12T15:13:52.135338;Cahier des charges pour le portail clients Hydrex V1-2025-09-05.docx;CdC/Cahier des charges pour le portail clients Hydrex V1-2025-09-05.docx;CdC;CdC;.docx;docx_text;1969;1969;already_indexed;True;;0;0;;0;
2026-06-12T15:13:52.248100;CDC Complet pesée fin de ligne.pdf;CdC/CDC Complet pesée fin de ligne.pdf;CdC;CdC;.pdf;pymupdf;17759;16574;already_indexed;True;;0;0;;0;
2026-06-12T15:13:52.800040;CDC Digitalisation-et-Suivi-de-Performance-des-Machines-C7-et-CORAZZA. (1).pdf;CdC/CDC Digitalisation-et-Suivi-de-Performance-des-Machines-C7-et-CORAZZA. (1).pdf;CdC;CdC;.pdf;pymupdf;18852;18638;already_indexed;True;;0;0;;0;
2026-06-12T15:13:52.842135;CDC.pdf;CdC/CDC.pdf;CdC;CdC;.pdf;pymupdf;8156;8149;already_indexed;True;;0;0;;0;
2026-06-12T15:13:52.917508;Spiro CDC.html;CdC/Spiro CDC.html;CdC;CdC;.html;html_bs4_utf-8;8004;6512;already_indexed;True;;0;2;email:1|phone:1;0;
2026-06-12T15:13:52.982978;Exigences Digitalisation mur qualité  V1.0.xlsx;Exigences/Exigences Digitalisation mur qualité  V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;5735;5610;already_indexed;True;;0;0;;0;
2026-06-12T15:13:53.067099;Exigences Développement d'un outil de recensement des besoins I4.0 V1.0.xlsx;Exigences/Exigences Développement d'un outil de recensement des besoins I4.0 V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;24184;23425;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:53.120793;Exigences Gestion matières V1.1 (version client ).xlsx;Exigences/Exigences Gestion matières V1.1 (version client ).xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;9808;9536;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:53.202722;Exigences Migration SF 2022 SKG V1.1.xlsx;Exigences/Exigences Migration SF 2022 SKG V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;16929;16366;already_indexed;True;;0;6;phone:6;0;
2026-06-12T15:13:53.289456;Exigences Projet  Digitalisation du processus Qualité de l'usine X-Pack  V1.0 .xlsx;Exigences/Exigences Projet  Digitalisation du processus Qualité de l'usine X-Pack  V1.0 .xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;15258;14784;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:53.349042;Exigences Projet application validation réception V1.0.xlsx;Exigences/Exigences Projet application validation réception V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;8922;8772;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:53.401792;Exigences Projet Audit Processus Usine LPA V1.0.xlsx;Exigences/Exigences Projet Audit Processus Usine LPA V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;10805;10536;already_indexed;True;;0;0;;0;
2026-06-12T15:13:53.480712;Exigences Projet digitalisation et suivi des opérations d’assemblage V1.0.xlsx;Exigences/Exigences Projet digitalisation et suivi des opérations d’assemblage V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;18472;18007;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:53.556003;Exigences Projet Digitalisation Process Qualité APEM chiffré V2.0.xlsx;Exigences/Exigences Projet Digitalisation Process Qualité APEM chiffré V2.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;17987;17548;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:53.628507;Exigences Projet Digitalisation Process Qualité APEM V1.0.xlsx;Exigences/Exigences Projet Digitalisation Process Qualité APEM V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;12135;11755;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:53.717538;Exigences Projet Digitalisation Process Qualité APEM V2.0.1.xlsx;Exigences/Exigences Projet Digitalisation Process Qualité APEM V2.0.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;18105;17856;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:53.800146;Exigences Projet Digitalisation Process Qualité APEM V2.1.1.xlsx;Exigences/Exigences Projet Digitalisation Process Qualité APEM V2.1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;17873;17593;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:53.840144;Exigences Projet digitalisation processus qualité V1.1( Version client ).xlsx;Exigences/Exigences Projet digitalisation processus qualité V1.1( Version client ).xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;4809;4684;already_indexed;True;;0;0;;0;
2026-06-12T15:13:53.919268;Exigences Projet Digitalisation StandUp Meeting En V1.1.xlsx;Exigences/Exigences Projet Digitalisation StandUp Meeting En V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;11064;10653;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:54.000172;Exigences Projet Digitalisation StandUp Meeting V1.1.xlsx;Exigences/Exigences Projet Digitalisation StandUp Meeting V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;10807;10416;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:54.061314;Exigences Projet Digitalisation StandUp Meeting Version Client V1.0.xlsx;Exigences/Exigences Projet Digitalisation StandUp Meeting Version Client V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7463;7291;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:54.135443;Exigences Projet Digitalisation StandUp MeetingV1.0.xlsx;Exigences/Exigences Projet Digitalisation StandUp MeetingV1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;10636;10008;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:54.198853;Exigences Projet Identification des PFs V1.0.xlsx;Exigences/Exigences Projet Identification des PFs V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;6014;5762;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:54.266437;Exigences Projet SF Standard V1.0.xlsx;Exigences/Exigences Projet SF Standard V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;3029;2757;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:54.320258;Exigences Projet TRIKI-Site 3 V1.3 Version client.xlsx;Exigences/Exigences Projet TRIKI-Site 3 V1.3 Version client.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;11995;11759;already_indexed;True;;0;0;;0;
2026-06-12T15:13:54.395011;MD203 - Exigences Digitalisation Usine Beta Adwya V1.0.xlsx;Exigences/MD203 - Exigences Digitalisation Usine Beta Adwya V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;16165;15594;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:54.462644;MD203- Exigences Complèment  20 02 2024  V1.0.xlsx;Exigences/MD203- Exigences Complèment  20 02 2024  V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;4071;3622;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:54.553192;MD203- Exigences Digitalisation ligne PC4 V1.1.xlsx;Exigences/MD203- Exigences Digitalisation ligne PC4 V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;17966;17401;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:54.627233;MD203- Exigences Digitalisation mur qualité  V1.1.xlsx;Exigences/MD203- Exigences Digitalisation mur qualité  V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;10988;10416;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:54.706546;MD203- Exigences Projet  Digitalisation du processus Qualité de l'usine X-Pack  V1.0.xlsx;Exigences/MD203- Exigences Projet  Digitalisation du processus Qualité de l'usine X-Pack  V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;15929;15491;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:54.780723;MD203- Exigences Projet -Digitalisation de Gestion des compétences- Macopharma  V1.0 .xlsx;Exigences/MD203- Exigences Projet -Digitalisation de Gestion des compétences- Macopharma  V1.0 .xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;9216;8824;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:54.848524;MD203- Exigences Projet -Digitalisation de Gestion des compétences- Macopharma  V1.2.xlsx;Exigences/MD203- Exigences Projet -Digitalisation de Gestion des compétences- Macopharma  V1.2.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;10079;9694;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:54.912944;MD203- Exigences Projet Colisage V1.0.xlsx;Exigences/MD203- Exigences Projet Colisage V1.0.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;5850;5390;already_indexed;True;;0;1;phone:1;0;
2026-06-12T15:13:54.985035;MD203- Exigences Projet Colisage V1.1.xlsx;Exigences/MD203- Exigences Projet Colisage V1.1.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;7189;6707;already_indexed;True;;0;2;phone:2;0;
2026-06-12T15:13:55.057240;MD203- Exigences Projet Colisage V1.2.xlsx;Exigences/MD203- Exigences Projet Colisage V1.2.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;8051;7677;already_indexed;True;;0;3;phone:3;0;
2026-06-12T15:13:55.131901;MD203- Exigences Projet Colisage V1.3.xlsx;Exigences/MD203- Exigences Projet Colisage V1.3.xlsx;Exigences;Exigences;.xlsx;xlsx_openpyxl;9298;8911;already_indexed;True;;0;4;phone:4;0;
